lemma,gender,declension,gs,gs_other
e)mplokh/,feminine,1.0,e)mplokh=s,
peri/qesis,feminine,3.0,periqe/sews,
e)/ndusis,feminine,3.0,e)ndu/sews,
pto/hsis,feminine,3.0,ptoh/sews,pto/hsin
loidori/a,feminine,1.0,loidori/as,
a)po/qesis,feminine,3.0,,
r(u/pos,masculine,2.0,r(u/pou,
e)perw/thma,neuter,3.0,,
e)/nnoia,feminine,1.0,e)nnoi/as,"e)/nnoian, e)nnoiw=n"
oi)noflugi/a,feminine,1.0,oi)noflugi/as,oi)noflugi/ais
po/tos,masculine,2.0,po/tou,po/tois
a)na/xusis,feminine,3.0,a)naxu/sews,a)na/xusin
a)llotriepi/skopos,masculine,2.0,,
kti/sths,masculine,1.0,kti/stou,kti/sth|
a)gaqopoii/+a,feminine,1.0,a)gaqopoii/+as,a)gaqopoii/+a|
sumpresbu/teros,masculine,2.0,,
a)rxipoi/mhn,masculine,3.0,a)rxipoi/menos,
u(po/mnhsis,feminine,3.0,u(pomnh/sews,"u(po/mnhsin, u(pomnh/sei"
ma/mmh,feminine,1.0,ma/mmhs,ma/mmh|
*lwi/+s,feminine,3.0,*lwi/+dos,*lwi/+di
*eu)ni/kh,feminine,1.0,*eu)ni/khs,*eu)ni/kh|
deili/a,feminine,1.0,deili/as,
swfronismo/s,masculine,2.0,swfronismou=,
kh=ruc,masculine,3.0,kh/rukos,
paraqh/kh,feminine,1.0,paraqh/khs,paraqh/khn
u(potu/pwsis,feminine,3.0,u(potupw/sews,u(potu/pwsin
*fu/gelos,masculine,2.0,,
*(ermoge/nhs,masculine,1.0,,
*)onhsi/foros,masculine,2.0,*)onhsifo/rou,
pragmatei/a,feminine,1.0,pragmatei/as,
katastrofh/,feminine,1.0,katastrofh=s,katastrofh=|
kenofwni/a,feminine,1.0,kenofwni/as,kenofwni/as
ga/ggraina,feminine,1.0,,
*(ume/naios,masculine,2.0,,
*fi/lhtos,masculine,2.0,,
gunaika/rion,neuter,2.0,gunaikari/ou,gunaika/ria
*)ia/nnhs,masculine,1.0,,
*)iambrh=s,masculine,1.0,,
a)gwgh/,feminine,1.0,a)gwgh=s,a)gwgh=|
go/hs,masculine,3.0,go/htos,go/htes
e)legmo/s,masculine,2.0,e)legmou=,
e)pano/rqwsis,feminine,3.0,e)panorqw/sews,e)pano/rqwsin
mu=qos,masculine,2.0,mu/qou,"mu/qous, mu/qois"
a)na/lusis,feminine,3.0,a)nalu/sews,
*krh/skhs,masculine,1.0,,
*dalmati/a,feminine,1.0,*dalmati/as,*dalmati/an
failo/nhs,masculine,1.0,failo/nou,failo/nhn
*ka/rpos,masculine,2.0,*ka/rpou,*ka/rpw|
membra/na,feminine,1.0,membra/nas,membra/nas
xalkeu/s,masculine,3.0,,
*eu)/boulos,masculine,2.0,,
*pou/dhs,masculine,1.0,,
*li/nos,masculine,2.0,,
*klaudi/a,feminine,1.0,,
plh/kths,masculine,1.0,plh/ktou,plh/kthn
frenapa/ths,masculine,1.0,frenapa/tou,frenapa/tai
presbu=tis,feminine,3.0,presbu/tidos,presbu/tidas
kata/sthma,neuter,3.0,katasth/matos,katasth/mati
a)fqori/a,feminine,1.0,a)fqori/as,a)fqori/an
semno/ths,feminine,3.0,semno/thtos,
paliggenesi/a,feminine,1.0,paliggenesi/as,
genealogi/a,feminine,1.0,genealogi/as,"genealogi/as, genealogi/ais"
*)artema=s,masculine,3.0,*)artema=,*)artema=n
*niko/polis,feminine,3.0,*nikopo/lews,*niko/polin
*zhna=s,masculine,3.0,*zhna=,*zhna=n
oi)khth/rion,neuter,2.0,oi)khthri/ou,oi)khth/rion
zo/fos,masculine,2.0,zo/fou,
dei=gma,neuter,3.0,dei/gmatos,dei=gma
*ka/i+n,masculine,3.0,*ka/i+n,
a)ntilogi/a,feminine,1.0,a)ntilogi/as,
*ko/re,masculine,3.0,*ko/re,
spila/s,feminine,3.0,spila/dos,spila/des
goggusth/s,masculine,1.0,goggustou=,goggustai/
e)mpai/kths,masculine,1.0,e)mpai/ktou,e)mpai=ktai
megalwsu/nh,feminine,1.0,megalwsu/nhs,
a)ggeli/a,feminine,1.0,,
i(lasmo/s,masculine,2.0,i(lasmou=,
a)nti/xristos,masculine,2.0,a)ntixri/stou,
xri=sma,neuter,3.0,xri/smatos,xri=sma
ko/lasis,feminine,3.0,kola/sews,
ni/kh,feminine,1.0,,
*diotre/fhs,masculine,1.0,,
me/lan,neuter,3.0,me/lanos,
kuri/a,feminine,1.0,kuri/as,"kuri/a|, kuri/a"
xa/rths,masculine,1.0,xa/rtou,
e)kzh/thsis,feminine,3.0,e)kzhth/sews,e)kzhth/seis
mataiologi/a,feminine,1.0,mataiologi/as,mataiologi/an
patrolw/|as,masculine,1.0,patrolw/|ou,patrolw/|ais
mhtrolw/|as,masculine,1.0,mhtrolw/|ou,mhtrolw/|ais
a)ndrofo/nos,masculine,2.0,a)ndrofo/nou,a)ndrofo/nois
a)ndrapodisth/s,masculine,1.0,a)ndrapodistou=,a)ndrapodistai=s
diw/kths,masculine,1.0,diw/ktou,diw/kthn
a)podoxh/,feminine,1.0,a)podoxh=s,
stratei/a,feminine,1.0,stratei/as,
e)/nteucis,feminine,3.0,e)nteu/cews,
a)nti/lutron,neuter,2.0,a)ntilu/trou,a)nti/lutron
katastolh/,feminine,1.0,katastolh=s,katastolh=|
ai)dw/s,feminine,3.0,ai)dou=s,
ple/gma,neuter,3.0,ple/gmatos,ple/gmasi(n)
qeose/beia,feminine,1.0,qeosebei/as,qeose/beian
*eu(/a,feminine,1.0,*eu(/as,*eu(/an
teknogoni/a,feminine,1.0,teknogoni/as,
baqmo/s,masculine,2.0,baqmou=,baqmo/n
e(drai/wma,neuter,3.0,,
meta/lhmyis,feminine,3.0,metalh/myews,meta/lhmyin
gumnasi/a,feminine,1.0,,
a(gnei/a,feminine,1.0,a(gnei/as,
a)moibh/,feminine,1.0,a)moibh=s,a)moiba/s
pro/krima,neuter,3.0,prokri/matos,
pro/sklisis,feminine,3.0,prokli/sews,pro/sklisin
sto/maxos,masculine,2.0,stoma/xou,sto/maxon
logomaxi/a,feminine,1.0,logomaxi/as,logomaxi/as
u(po/noia,feminine,1.0,u(ponoi/as,u(po/noiai
diaparatribh/,feminine,1.0,diaparatribh=s,diaparatribai/
porismo/s,masculine,2.0,porismou=,
au)ta/rkeia,feminine,1.0,au)tarkei/as,
diatrofh/,feminine,1.0,diatrofh=s,diatrofa/s
ske/pasma,neuter,3.0,skepa/smatos,skepa/smata
filarguri/a,feminine,1.0,,
prau+paqi/a,feminine,1.0,paru+paqi/as,prau+paqi/an
o(mologi/a,feminine,1.0,o(mologi/as,
a)dhlo/ths,feminine,3.0,a)dhlo/thtos,a)dhlo/thti
a)po/lausis,feminine,3.0,a)polau/sews,a)po/lausin
a)nti/qesis,feminine,3.0,a)ntiqe/sews,a)ntiqe/seis
*za/ra,masculine,3.0,*za/ra,*za/ra
*qama/r,feminine,3.0,*qama/r,
*)ara/m,masculine,3.0,*)ara/m,*)ara/m
*salmw/n,masculine,3.0,*salmw/n,*salmw/n
*bo/es,masculine,3.0,*bo/es,*bo/es
*(raxa/b,feminine,3.0,*(raxa/b,
*)iwbh/d,masculine,3.0,*)iwbh/d,*)iwbh/d
*(rou/q,feminine,3.0,*(rou/q,
*ou)ri/as,masculine,1.0,*ou)ri/ou,
*(roboa/m,masculine,3.0,*(roboa/m,*(roboa/m
*)asa/f,masculine,3.0,*)asa/f,*)asa/f
*)iwsafa/t,masculine,3.0,*)iwsafa/t,*)iwsafa/t
*)iwra/m,masculine,3.0,*)iwra/m,*)iwra/m
*)ozi/as,masculine,1.0,*oziou,
*)iwaqa/m,masculine,3.0,*)iwaqa/m,*)iwaqa/m
*)axa/z,masculine,3.0,*)axa/z,*)axa/z
*(ezeki/as,masculine,1.0,*ezekiou,
*)iwsi/as,masculine,1.0,*iwsiou,
*)iexoni/as,masculine,1.0,*iexoniou,
metoikesi/a,feminine,1.0,metoikesi/as,
*)abiou/d,masculine,3.0,*)abiou/d,*)abiou/d
*)azw/r,masculine,3.0,*)azw/r,*)azw/r
*sadw/k,masculine,3.0,*sadw/k,*sadw/k
*)axi/m,masculine,3.0,*)axi/m,*)axi/m
*)eliou/d,masculine,3.0,*)eliou/d,*)eliou/d
*)elea/zar,masculine,3.0,*)elea/zar,*)elea/zar
*matqa/n,masculine,3.0,*matqa/n,*matqa/n
o)/nar,neuter,3.0,o)/nar,o)/nar
*)emmanouh/l,masculine,3.0,*)emmanouh/l,*)emmanouh/l
*(ieroso/luma,feminine,2.0,*(ierosolu/mwn,"*(ieroso/luma, *(ierosolu/mois, *(ierosolu/mwn"
teleuth/,feminine,1.0,teleuth=s,
*)ieremi/as,masculine,1.0,*)ieremi/ou,
*(rama/,feminine,3.0,*(rama/,*(rama/
o)durmo/s,masculine,2.0,o)durmou=,
*(raxh/l,feminine,3.0,,
*)arxe/laos,masculine,2.0,,
a)mfi/blhstron,neuter,2.0,a)mfiblh/strou,a)mfi/blhstron
malaki/a,feminine,1.0,malaki/as,
i)w=ta,neuter,3.0,,
r(aka/,masculine,1.0,r(aka/,r(aka/
mi/lion,neuter,2.0,mili/ou,mi/lion
polulogi/a,feminine,1.0,polulogi/as,polulogi/a|
tri/bolos,masculine,2.0,tribo/lou,"tribo/lwn, tribo/lous"
broxh/,feminine,1.0,,
e(kato/ntarxos,masculine,2.0,,
dai/mwn,masculine,3.0,daimo/nos,dai/mones
*go/morra,neuter,1.0,*gomo/rras,
oi)kiako/s,masculine,2.0,oi)kiakou=,"oi)kiakou/s, oi)kiakoi/"
biasth/s,masculine,1.0,biastou=,biastai/
kh=tos,neuter,3.0,kh/tous,
ziza/nion,neuter,2.0,zizani/ou,"ziza/nia, zizani/wn"
qeristh/s,masculine,1.0,qeristou=,"qeristai=s, qeristai/"
de/smh,feminine,1.0,de/smhs,de/smas
sunte/leia,feminine,1.0,suntelei/as,
sagh/nh,feminine,1.0,sagh/nhs,sagh/nh|
a)/ggos,neuter,3.0,a)/ggous,a)/ggh
futei/a,feminine,1.0,,
yeudomarturi/a,feminine,1.0,yeudomarturi/as,"yeudomarturi/ai, yeudomarturi/an"
*magada/n,feminine,3.0,*magada/n,
eu)di/a,feminine,1.0,,
*bariwna=,masculine,3.0,*bariwna=,*bariwna=
o)ligopisti/a,feminine,1.0,o)ligopisti/as,o)ligopisti/an
di/draxmon,neuter,2.0,didra/xmou,di/draxma
a)/gkistron,neuter,2.0,a)gki/strou,a)/gkistron
stath/r,masculine,3.0,stath/ros,stath=ra
ta/lanton,neuter,2.0,tala/ntou,
da/neion,neuter,2.0,danei/ou,da/neion
basanisth/s,masculine,1.0,basanistou=,basanistai=s
tru/phma,neuter,3.0,truph/matos,
e(tai=ros,masculine,2.0,e(tai/rou,
u(pozu/gion,neuter,2.0,u(pozugi/ou,
e)mpori/a,feminine,1.0,e)mpori/as,e)mpori/an
die/codos,feminine,2.0,dieco/dou,dieco/dous
no/misma,neuter,3.0,nomi/smatos,no/misma
fulakth/rion,neuter,2.0,fulakthri/ou,fulakth/ria
kaqhghth/s,masculine,1.0,kaqhghtou=,kaqhghtai/
a)/nhqon,neuter,2.0,a)nh/qou,a)/nhqon
ku/minon,neuter,2.0,kumi/nou,ku/minon
kw/nwy,masculine,3.0,kw/nwpos,kw/nwpa
paroyi/s,feminine,3.0,paroyi/dos,
*baraxi/as,masculine,1.0,*baraxi/ou,
nossi/on,neuter,2.0,nossi/ou,nossi/a
*danih/l,masculine,3.0,*danih/l,
fugh/,feminine,1.0,,
oi)ketei/a,feminine,1.0,oi)ketei/as,
a)ggei=on,neuter,2.0,a)ggei/ou,
trapezi/ths,masculine,1.0,trapezi/tou,trapezi/tais
e)ri/fion,neuter,2.0,e)rifi/ou,e)ri/fia
dei=na,masculine,3.0,dei=nos,dei=na
korbana=s,masculine,3.0,korbana=,korbana=n
tafh/,feminine,1.0,tafh=s,
xlamu/s,feminine,3.0,xlamu/dos,xlamu/da
h)li/,masculine,3.0,h)li/,h)li/
e)/gersis,feminine,3.0,e)ge/rsews,e)/gersin
tou)/noma,neuter,1.0,,tou)/noma
koustwdi/a,feminine,1.0,koustwdi/as,
ei)de/a,feminine,1.0,,
e)pa/ggelma,neuter,3.0,e)pagge/lmatos,"e)pagge/lmata, e)pa/ggelma"
lh/qh,feminine,1.0,lh/qhs,
mnh/mh,feminine,1.0,mnh/mhs,
e)po/pths,masculine,1.0,e)po/ptou,e)po/ptai
e)pi/lusis,feminine,3.0,e)pilu/sews,
yeudodida/skalos,masculine,2.0,yeudodidaska/lou,yeudodida/skaloi
seira/,feminine,1.0,seira\s,
ble/mma,neuter,3.0,ble/mmatos,ble/mmati
miasmo/s,masculine,2.0,miasmou=,
tolmhth/s,masculine,1.0,tolmhtou=,tolmhtai/
a(/lwsis,feminine,3.0,a(lw/sews,
mw=mos,masculine,2.0,mw/mou,mw=moi
*boso/r,masculine,3.0,*boso/r,
e)/legcis,feminine,3.0,e)le/gcews,e)/legcin
paranomi/a,feminine,1.0,paranomi/as,
parafroni/a,feminine,1.0,parafroni/as,parafroni/an
o(mi/xlh,feminine,1.0,o(mi/xlhs,
mi/asma,neuter,3.0,mias/matos,mia/smata
e)ce/rama,neuter,3.0,e)cera/matos,e)ce/rama
u(=s,feminine,3.0,,
kulismo/s,masculine,2.0,kulismou=,kulismo/n
bo/rboros,masculine,2.0,borbo/rou,
e)mpaigmonh/,feminine,1.0,e)mpaigmonh=s,e)mpaigmonh=|
bradu/ths,feminine,3.0,bradu/thtos,bradu/thta
sthrigmo/s,masculine,2.0,sthrigmou=,
a)pau/gasma,neuter,3.0,,
xarakth/r,masculine,3.0,,
u(po/stasis,feminine,3.0,u(posta/sews,
eu)qu/ths,feminine,3.0,eu)qu/thtos,
misqapodosi/a,feminine,1.0,misqapodosi/as,misqapodosi/an
merismo/s,masculine,2.0,merismou=,
qe/lhsis,feminine,3.0,qelh/sews,
qera/pwn,masculine,3.0,,
parapikrasmo/s,masculine,2.0,parapikrasmou=,parapikrasmw=|
dokimasi/a,feminine,1.0,dokimasi/as,
kw=lon,neuter,2.0,kw/lou,kw=la
sabbatismo/s,masculine,2.0,,
a(rmo/s,masculine,2.0,a(rmou=,a(rmw=n
muelo/s,masculine,2.0,muelou=,
o(moio/ths,feminine,3.0,o(moio/thtos,o(moio/thta
*melxise/dek,masculine,3.0,*melxise/dek,
i(kethri/a,feminine,1.0,i(kethri/as,
eu)la/beia,feminine,1.0,eu)labei/as,
e(/cis,feminine,3.0,e(/cews,
ai)sqhth/rion,neuter,2.0,ai)sqhthri/ou,ai)sqhth/ria
teleio/ths,feminine,3.0,teleio/thtos,
bota/nh,feminine,1.0,bota/nhs,bota/nhn
kau=sis,feminine,3.0,kau/sews,
*salh/m,feminine,3.0,*salh/m,
koph/,feminine,1.0,koph=s,
a)kroqi/nion,neuter,2.0,a)kroqini/ou,a)kroqini/wn
e)/pos,neuter,3.0,e)/pous,e)/pos
i(erwsu/nh,feminine,1.0,i(erwsu/nhs,
meta/qesis,feminine,3.0,metaqe/sews,
a)qe/thsis,feminine,3.0,a)qe/sews,a)qe/thsin
e)peisagwgh/,feminine,1.0,,
o(rkwmosi/a,feminine,1.0,o(rkwmosi/as,
a)fanismo/s,masculine,2.0,a)fanismou=,
qumiath/rion,neuter,2.0,qumiathri/ou,qumiath/rion
sta/mnos,feminine,2.0,,
pla/c,feminine,3.0,pla/kos,"pla/kes, placi/(n)"
*xerou=b,neuter,3.0,*xerou=b,*xeroubi/n
a)gno/hma,neuter,3.0,a)gnoh/matos,a)gnohma/twn
dio/rqwsis,feminine,3.0,diorqw/sews,
tra/gos,masculine,2.0,tra/gou,
da/malis,feminine,3.0,dama/lews,
kaqaro/ths,feminine,3.0,kaqaro/thtos,kaqaro/thta
ai(matekxusi/a,feminine,1.0,ai(matekxusi/as,
kefali/s,feminine,3.0,kefali/dos,kefali/di
e)kdoxh/,feminine,1.0,,
timwri/a,feminine,1.0,timwri/as,
a)/qlhsis,feminine,3.0,a)qlh/sews,a)/qlhsin
u(postolh/,feminine,1.0,u(postolh=s,
e)/legxos,masculine,2.0,,
misqapodo/ths,masculine,1.0,,
dhmiourgo/s,masculine,2.0,,
dia/tagma,neuter,3.0,diata/gmatos,dia/tagma
pro/sxusis,feminine,3.0,prosxu/sews,pro/sxusin
pei=ra,feminine,1.0,pei/ras,pei=ran
kata/skopos,masculine,2.0,katasko/pou,katasko/pous
*gedew/n,masculine,3.0,*gedew/n,
*bara/k,masculine,3.0,*bara/k,
*samyw/n,masculine,3.0,*samyw/n,
*)iefqa/e,masculine,3.0,*)iefqa/e,
e)mpaigmo/s,masculine,2.0,e)mpaigmou=,e)mpaigmw=n
mhlwth/,feminine,1.0,mhlwth=s,mhlwtai=s
de/rma,neuter,3.0,de/rmatos,de/rmasi(n)
ne/fos,neuter,3.0,ne/fous,ne/fos
o)/gkos,masculine,2.0,o)/gkou,o)/gkon
teleiwth/s,masculine,1.0,teleiwtou=,teleiwth/n
a(gio/ths,feminine,3.0,a(gio/thtos,
troxia/,feminine,1.0,troxia\s,
prwtoto/kia,neuter,1.0,prwtotoki/as,prwtoto/kia
gno/fos,masculine,2.0,gno/fou,
qu/ella,feminine,1.0,que/llhs,que/llh|
panh/guris,feminine,3.0,panhgu/rews,panhgu/rei
de/os,neuter,3.0,de/ous,
ai)/nesis,feminine,3.0,ai)ne/sews,
eu)poii/+a,feminine,1.0,eu)poii/+as,
*kolossai/,feminine,1.0,*kolossw=n,*kolossai=s
a)reskei/a,feminine,1.0,a)reskei/as,a)reskei/an
piqanologi/a,feminine,1.0,piqanologi/as,piqanologi/a|
stere/wma,neuter,3.0,sterew/matos,stere/wma
filosofi/a,feminine,1.0,filosofi/as,
qeo/ths,feminine,3.0,qeo/thtos,
a)pe/kdusis,feminine,3.0,a)pekdu/sews,a)pekdu/sei
xeiro/grafon,neuter,2.0,xeirogra/fou,xeiro/grafon
noumhni/a,feminine,1.0,noumhni/as,
a)po/xrhsis,feminine,3.0,a)poxrh/sews,a)poxrh/sei
e)qeloqrhski/a,feminine,1.0,e)qeloqrhski/as,e)qeloqrhski/a|
a)feidi/a,feminine,1.0,a)feidi/as,a)feidi/a|
plhsmonh/,feminine,1.0,plhsmonh=s,
ai)sxrologi/a,feminine,1.0,ai)sxrologi/as,ai)sxrologi/an
*sku/qhs,masculine,1.0,,
momfh/,feminine,1.0,momfh=s,momfh/n
a)ntapo/dosis,feminine,3.0,a)ntapodo/sews,a)ntapo/dosin
i)so/ths,feminine,3.0,i)so/thtos,
a)neyio/s,masculine,2.0,,
parhgori/a,feminine,1.0,,
*(iera/polis,feminine,3.0,(*ierapo/lews,*(ierapo/lei
*nu/mfa,feminine,1.0,*nu/mfas,*nu/mfan
*laodikeu/s,masculine,3.0,*laodike/ws,*laodike/wn
a)po/krima,neuter,3.0,a)pokri/matos,a)po/krima
e)lafri/a,feminine,1.0,e)lafri/as,e)lafri/a|
e)pitimi/a,feminine,1.0,,
i(kano/ths,feminine,3.0,,
kata/krisis,feminine,3.0,katakri/sews,
ka/lumma,neuter,3.0,kalu/mmatos,ka/lumma
fwtismo/s,masculine,2.0,fwtismou=,fwtismo/n
skh=nos,neuter,3.0,skh/nous,
proskoph/,feminine,1.0,proskoph=s,proskoph/n
a)grupni/a,feminine,1.0,a)grupni/as,a)grupni/ais
a(gno/ths,feminine,3.0,a(gno/thtos,
dusfhmi/a,feminine,1.0,dusfhmi/as,
eu)fhmi/a,feminine,1.0,eu)fhmi/as,
metoxh/,feminine,1.0,,
sumfw/nhsis,feminine,3.0,,
*belia/r,masculine,3.0,*belia/r,*belia/r
sugkata/qesis,feminine,3.0,,
molusmo/s,masculine,2.0,molusmou=,
e)pipo/qhsis,feminine,3.0,e)pipoqh/sews,e)pipo/qhsin
a)gana/kthsis,feminine,3.0,a)ganakth/sews,a)gana/kthsin
a(dro/ths,feminine,3.0,a(dro/thtos,a(dro/thti
do/ths,masculine,1.0,do/tou,do/thn
kaqai/resis,feminine,3.0,kaqaire/sews,kaqai/resin
o)xu/rwma,neuter,3.0,o)xurw/matos,o)xurwma/twn
yeudapo/stolos,masculine,2.0,yeudaposto/lou,yeudapo/stoloi
nuxqh/meron,neuter,2.0,nuxqhme/rou,nuxqh/meron
buqo/s,masculine,2.0,buqou=,
di/yos,neuter,3.0,di/yous,di/yei
e)qna/rxhs,masculine,1.0,,
*(are/tas,masculine,3.0,*(are/ta,
sarga/nh,feminine,1.0,sarga/nhs,sarga/nh|
sko/loy,masculine,3.0,,
yiqurismo/s,masculine,2.0,yiqurismou=,yiqurismoi/
fusi/wsis,feminine,3.0,fusiw/sews,fusiw/seis
kata/rtisis,feminine,3.0,katarti/sews,kata/rtisin
